"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","Population","GDP"
"Mozambique",2011,"Developing",54.3,47,66,0.94,40.80617976,76,177,2.9,94,73,6.23,76,9.6,3.7,3.6,0.397,9.5,23760421,605.27347
"Mozambique",2010,"Developing",54,47,69,0.96,5.743393664,74,2321,2.5,98,73,5.38,74,10.8,3.7,3.6,0.39,9.3,23073723,481.268197
"Mozambique",2009,"Developing",53.8,4,70,1.18,39.75216936,74,60,2.1,101,74,5.43,74,11.3,3.7,3.6,0.382,9.2,22436660,531.0269671
"Mozambique",2008,"Developing",53.2,45,72,1.48,0.796915785,75,4,19.7,104,74,4.91,75,12.6,3.7,3.7,0.372,8.8,21845571,574.7697436
"Mozambique",2007,"Developing",52.1,425,74,1.03,53.9502789,75,267,19.3,108,75,5.25,75,14.1,3.8,3.7,0.36,8.2,21280513,491.0984302
"Mozambique",2006,"Developing",51.2,434,78,1.2,58.59644487,75,183,18.9,113,73,6.51,78,16.3,3.8,3.7,0.353,7.9,20735982,442.5590549
"Mozambique",2005,"Developing",58,434,80,1.23,67.33378735,75,12598,18.5,117,71,6.87,8,16.2,3.9,3.8,0.341,7.3,20211114,422.6428624
"Mozambique",2004,"Developing",54,429,82,1.54,46.58195631,76,9396,18.1,120,69,5.91,83,15.9,3.9,3.8,0.332,7,19694411,387.4757245
"Mozambique",2003,"Developing",51,424,85,1.68,42.52689559,76,28898,17.7,124,67,6.39,85,15.3,4,3.9,0.318,6.7,19186754,328.5287213
"Mozambique",2002,"Developing",49.8,416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,4,4,0.311,6.2,18694946,303.6656874
"Mozambique",2001,"Developing",49.5,48,90,2.09,37.82511936,25,7085,16.9,132,72,5.64,73,13.4,4.1,4,0.298,5.8,18220716,296.2868142
"Mozambique",2000,"Developing",49,43,93,1.14,47.17250718,75,7375,16.5,136,69,6.16,7,12.2,4.2,4.1,0.291,5.4,17768505,318.3426885
"Myanmar",2015,"Developing",66.6,199,39,0.33,0,89,6,23.8,50,89,1.92,89,0.3,12.8,13,0.552,9.1,51483949,1224.562368
"Myanmar",2014,"Developing",66.4,21,40,0.01,45.33788677,88,122,22.9,52,88,2.28,88,0.3,12.9,13.1,0.547,9.1,51072436,1238.72871
"Myanmar",2013,"Developing",66.2,22,42,0.7,38.33793462,75,1010,22.1,55,76,2.16,75,0.4,12.9,13.2,0.54,9.1,50648334,1195.9378
"Myanmar",2012,"Developing",65.9,25,44,0.55,38.4279083,58,2175,21.3,58,87,2.22,84,0.5,13,13.2,0.533,9.1,50218185,1161.305962
"Myanmar",2011,"Developing",65.6,27,47,0.33,21.23698847,4,2046,2.5,61,9,1.87,84,0.5,13,13.3,0.526,9.1,49794522,1086.838467
"Myanmar",2010,"Developing",65.4,29,49,0.3,17.48293752,92,190,19.8,65,9,1.92,9,0.5,13.1,13.3,0.515,8.8,49390988,765.2418886
"Myanmar",2009,"Developing",65.2,211,52,0.28,11.05247903,91,329,19.1,69,9,2.5,9,0.6,13.1,13.4,0.504,8.5,49015836,600.9316172
"Myanmar",2008,"Developing",59.2,296,59,0.3,9.53048032,85,333,18.3,96,85,1.87,85,0.6,13.2,13.4,0.493,8.2,48729486,472.2605905
"Myanmar",2007,"Developing",64.5,217,58,0.26,0.5305728,85,1088,17.6,78,84,1.68,86,0.6,13.2,13.5,0.484,8.1,48445647,321.8283481
"Myanmar",2006,"Developing",64.2,22,61,0.28,4.632776304,75,760,17,83,82,1.78,82,0.6,13.2,13.5,0.474,8,48088274,246.6924955
"Myanmar",2005,"Developing",63.9,224,64,0.28,2.793843188,62,314,16.4,87,86,1.83,73,0.5,13.2,13.6,0.465,7.9,47724471,221.8659075
"Myanmar",2004,"Developing",63.5,228,66,0.44,4.15451614,39,1329,15.7,90,92,1.97,82,0.5,13.3,13.6,0.455,7.8,47338446,198.3769239
"Myanmar",2003,"Developing",63.2,231,69,0.4,3.824212472,8,830,15.2,93,86,1.97,78,0.5,13.3,13.6,0.445,7.7,46924293,165.2586951
"Myanmar",2002,"Developing",62.8,235,71,0.41,3.421880938,75,736,14.6,96,84,2.5,79,0.4,13.3,13.7,0.435,7.6,46480230,131.4673541
"Myanmar",2001,"Developing",62.5,239,72,0.38,1.917164,75,2519,14.1,98,77,1.8,73,0.4,13.3,13.7,0.427,7.6,46014826,135.1797056
"Myanmar",2000,"Developing",62.1,243,73,0.35,2.511437292,75,845,13.6,100,88,1.84,82,0.4,13.3,13.7,0.417,7.5,45538332,150.4078289
"Namibia",2015,"Developing",65.8,248,2,5.09,0,92,212,35.7,3,92,7.2,92,2.1,8.2,8.1,0.637,11.7,2282704,4965.672829
"Namibia",2014,"Developing",65.9,242,2,0.01,751.3982719,88,477,34.9,3,88,8.93,88,2.2,8.6,8.5,0.632,11.7,2243001,5544.103813
"Namibia",2013,"Developing",66.1,232,3,0.01,760.6550553,89,1028,34.1,3,89,8.53,89,2.5,9,8.9,0.625,11.6,2204510,5463.031366
"Namibia",2012,"Developing",65.8,232,3,0.01,796.8734263,84,86,33.3,4,84,8.24,84,3.7,9.5,9.4,0.619,11.5,2167470,6017.178488
"Namibia",2011,"Developing",64.3,268,3,7.84,7.896234931,82,79,32.5,4,85,8.78,82,4.7,9.9,9.9,0.612,11.5,2132340,5873.059381
"Namibia",2010,"Developing",63,299,3,7.58,719.5535161,83,3138,31.8,4,83,7.89,83,6.2,1.4,1.4,0.604,11.4,2099271,5445.420063
"Namibia",2009,"Developing",62.4,36,3,7.99,575.6748069,86,4076,31,4,83,8.5,83,8.7,1.9,1.9,0.598,11.4,2067919,4322.629351
"Namibia",2008,"Developing",61.7,317,3,6.28,59.55033546,86,0,3.2,4,83,7.15,83,11.7,11.5,11.4,0.589,11.3,2038552,4222.32636
"Namibia",2007,"Developing",60,356,3,5.12,62.11039296,86,21,29.4,4,81,6.99,86,15.2,12,12,0.578,11.3,2011492,4394.517549
"Namibia",2006,"Developing",57,431,3,4.94,459.1572399,86,3,28.7,4,74,7.2,86,19.2,12.6,12.6,0.57,11.4,1986558,4027.961706
"Namibia",2005,"Developing",55.1,477,3,4.89,457.7200522,86,4,27.9,4,86,7.32,86,22.1,13.1,13.1,0.565,11.6,1962865,3692.752796
"Namibia",2004,"Developing",54.7,483,3,4.8,368.2848258,86,4,27.2,4,81,6.47,81,24,13.7,13.7,0.559,11.7,1939406,3407.850912
"Namibia",2003,"Developing",55,471,3,5.28,294.6571552,86,262,26.5,4,82,6.52,79,24.7,14.2,14.3,0.554,11.7,1915425,2571.982341
"Namibia",2002,"Developing",55.7,452,3,5.09,203.7322893,86,1278,25.8,4,78,6.17,77,24.6,14.7,14.8,0.556,11.8,1888525,1773.431611
"Namibia",2001,"Developing",56.5,426,3,5.09,205.8078833,86,416,25.1,4,79,6.18,78,23.9,15.2,15.4,0.556,11.7,1856402,1916.255899
"Namibia",2000,"Developing",57.4,41,3,5.73,35.80978512,86,469,24.5,4,8,6.11,79,22.8,15.7,15.9,0.559,11.5,1819141,2156.090142
"Nepal",2015,"Developing",69.2,165,17,0.2,0,91,1599,19.1,21,9,5.8,91,0.1,15.7,16.1,0.555,12.2,27610325,882.3076635
"Nepal",2014,"Developing",69.6,158,18,0.01,8.523486403,92,1279,18.5,22,92,5.8,92,0.1,15.9,16.3,0.551,12.4,27462106,827.7447049
"Nepal",2013,"Developing",69.3,162,19,0.27,80.15505125,92,1861,18,24,92,5.69,92,0.1,16.1,16.5,0.545,12.3,27381555,809.3844577
"Nepal",2012,"Developing",68.9,167,20,0.26,80.58788376,9,3362,17.4,25,9,5.89,9,0.2,16.3,16.7,0.538,12.3,27330694,794.0925593
"Nepal",2011,"Developing",68.4,172,22,0.27,112.1229028,92,2359,16.9,27,92,6.73,92,0.2,16.5,16.9,0.529,12,27266399,791.2255767
"Nepal",2010,"Developing",68,178,23,0.24,84.62302524,82,190,16.4,30,83,6.43,82,0.2,16.7,17.2,0.515,11.1,27161567,589.1654349
"Nepal",2009,"Developing",67.5,183,25,0.22,6.19357029,89,189,15.9,32,93,6.41,89,0.2,16.9,17.4,0.502,10.5,27026941,475.6359761
"Nepal",2008,"Developing",67,189,27,0.21,70.27113179,82,2089,15.4,35,82,6.44,82,0.2,17,17.6,0.492,10.1,26881544,466.6933791
"Nepal",2007,"Developing",66.6,194,29,0.2,52.22906505,82,1415,14.9,38,82,5.84,82,0.2,17.2,17.8,0.486,10,26713655,386.5295864
"Nepal",2006,"Developing",66,21,31,0.2,45.87989927,69,2838,14.4,41,91,5.7,89,0.2,17.4,18,0.476,9.6,26518971,341.02814
"Nepal",2005,"Developing",65.4,28,33,0.2,4.259752532,41,5023,13.9,44,78,5.72,75,0.2,17.6,18.2,0.469,9.4,26285110,309.3104201
"Nepal",2004,"Developing",64.7,218,35,0.21,31.93187316,27,12074,13.4,47,8,5.82,8,0.2,17.8,18.4,0.463,9.3,26003965,279.7242003
"Nepal",2003,"Developing",64.3,22,38,0.2,2.79096532,2,13344,12.9,50,76,5.48,78,0.1,18,18.6,0.457,9.2,25682908,246.4858378
"Nepal",2002,"Developing",63.1,238,40,0.19,23.18394594,82,6749,12.4,54,72,5.6,72,0.1,18.2,18.8,0.447,8.6,25332178,238.8612541
"Nepal",2001,"Developing",63.2,23,43,0.09,21.92813881,82,10849,11.9,58,73,5.36,72,0.1,18.3,19,0.446,9,24956071,240.7051592
"Nepal",2000,"Developing",62.5,238,46,0.08,17.9123368,82,9397,11.4,62,74,5.43,74,0.1,18.5,19.2,0.439,8.9,24559500,223.7118919
"Netherlands",2015,"Developed",81.9,57,1,9.56,0,94,7,62.1,1,95,8.46,95,0.1,1,0.9,0.923,18.1,16939923,45193.40322
"Netherlands",2014,"Developed",81.7,58,1,0.01,1491.703605,92,140,61.6,1,96,1.9,96,0.1,1,0.9,0.923,18.1,16865008,52900.53742
"Netherlands",2013,"Developed",81.4,6,1,8.68,1475.030397,51,2632,61,1,97,11.4,97,0.1,1,0.9,0.922,18.1,16804432,52198.89756
"Netherlands",2012,"Developed",81.1,62,1,9.05,1162.656768,2,10,6.5,1,97,11.1,97,0.1,1,0.9,0.921,18.1,16754962,50070.1416
"Netherlands",2011,"Developed",81.1,63,1,8.96,1047.370244,2,51,59.9,1,97,1.53,97,0.1,1,0.9,0.911,17.2,16693074,54230.3129
"Netherlands",2010,"Developed",88,64,1,9.33,1035.621437,51,15,59.3,1,97,1.48,97,0.1,1,0.9,0.906,17,16615394,50999.74512
"Netherlands",2009,"Developed",86,65,1,9.23,96.8585885,51,15,58.6,1,97,1.29,97,0.1,1,0.9,0.906,16.9,16530388,52722.21306
"Netherlands",2008,"Developed",83,68,1,9.62,10873.40554,51,109,57.9,1,97,9.57,97,0.1,1,0.9,0.905,16.8,16445593,57879.94376
"Netherlands",2007,"Developed",82,68,1,9.53,9689.732784,51,10,57.3,1,97,9.36,97,0.1,1,1,0.899,16.6,16381696,51799.20855
"Netherlands",2006,"Developed",79.8,71,1,9.79,8344.010392,51,1,56.5,1,96,9.36,96,0.1,1,1,0.893,16.5,16346101,44900.93814
"Netherlands",2005,"Developed",79.4,72,1,9.69,6577.508136,51,4,55.8,1,96,9.6,96,0.1,1,1,0.888,16.4,16319868,41994.71353
"Netherlands",2004,"Developed",79.2,77,1,9.56,5170.130703,51,11,55,1,98,8.52,98,0.1,1,1,0.885,16.5,16281779,40436.61823
"Netherlands",2003,"Developed",78.7,8,1,9.56,4472.6114,51,4,54.2,1,98,8.46,98,0.1,1.1,1,0.881,16.5,16225302,35750.97466
"Netherlands",2002,"Developed",78.4,81,1,9.68,3455.197053,51,3,53.4,1,97,8.34,97,0.1,1.1,1,0.882,16.9,16148929,29343.245
"Netherlands",2001,"Developed",78.3,82,1,9.95,3054.515582,51,0,52.6,1,97,7.79,97,0.1,1.1,1.1,0.878,16.7,16046180,26896.54811
"Netherlands",2000,"Developed",78.1,84,1,10.06,2944.640134,51,1019,51.8,1,97,7.42,97,0.1,1.1,1.1,0.873,16.5,15925513,26214.49855
"New Zealand",2015,"Developed",81.6,66,0,8.7,0,92,10,67.5,0,92,8.35,92,0.1,0.4,0.3,0.913,19.2,4609400,38630.72659
"New Zealand",2014,"Developed",81.5,67,0,9.07,1040.278436,93,280,66.9,0,93,11.3,93,0.1,0.4,0.3,0.91,19.2,4516500,44572.89875
"New Zealand",2013,"Developed",81.3,69,0,9.18,10019.0763,93,8,66.4,0,92,11.17,92,0.1,0.3,0.3,0.908,19.3,4442100,42976.64959
"New Zealand",2012,"Developed",81.1,7,0,9.2,924.5653683,93,68,65.9,0,93,11.53,93,0.1,0.3,0.3,0.904,19.5,4408100,39973.38076
"New Zealand",2011,"Developed",86,72,0,9.47,8342.405764,95,597,65.3,0,95,11.24,95,0.1,0.3,0.3,0.901,19.7,4384000,38387.62708
"New Zealand",2010,"Developed",89,71,0,9.62,6664.148708,9,43,64.8,0,93,11.2,93,0.1,0.3,0.3,0.899,20.3,4350700,33676.77412
"New Zealand",2009,"Developed",85,73,0,9.24,63.57705167,93,198,64.3,0,92,11.21,92,0.1,0.3,0.3,0.895,19.3,4302600,28209.36233
"New Zealand",2008,"Developed",81,75,0,9.49,6761.288966,9,0,63.8,0,89,1.7,89,0.1,0.3,0.3,0.894,19.5,4259800,31252.96256
"New Zealand",2007,"Developed",81,76,0,9.19,606.3106561,88,25,63.2,0,88,8.35,88,0.1,0.3,0.3,0.891,19.2,4223800,32479.98174
"New Zealand",2006,"Developed",79.9,76,0,9.34,496.2228007,87,20,62.6,0,89,8.65,89,0.1,0.3,0.3,0.888,19.1,4184600,26654.5932
"New Zealand",2005,"Developed",79.9,78,0,9.31,491.055852,87,20,62.1,0,89,8.25,89,0.1,0.3,0.3,0.886,18.9,4133900,27751.06547
"New Zealand",2004,"Developed",79.2,79,0,9.15,442.3774869,88,33,61.5,0,87,7.89,89,0.1,0.3,0.3,0.884,18.4,4087500,25420.33729
"New Zealand",2003,"Developed",79.1,82,0,8.91,3661.792922,89,66,6.9,0,86,7.71,9,0.1,0.3,0.3,0.881,18.2,4027200,21913.70817
"New Zealand",2002,"Developed",78.7,83,0,9.13,2892.257132,89,21,6.3,0,84,7.89,9,0.1,0.3,0.3,0.873,17.5,3948500,16874.18749
"New Zealand",2001,"Developed",78.5,83,0,8.75,2205.98595,9,65,59.6,0,82,7.58,9,0.1,0.3,0.3,0.868,17.4,3880500,13882.86651
"New Zealand",2000,"Developed",78.6,87,0,8.91,2143.021083,9,65,58.9,0,82,7.47,9,0.1,0.3,0.3,0.864,17.2,3857700,13641.01786
"Nicaragua",2015,"Developing",74.8,145,2,3.61,0,98,0,54,2,99,6.39,98,0.1,1.8,1.7,0.642,11.7,6298598,2025.327261
"Nicaragua",2014,"Developing",74.5,148,2,3.55,473.1238124,98,0,53.2,3,99,9.4,98,0.1,1.8,1.7,0.636,11.6,6208676,1913.521321
"Nicaragua",2013,"Developing",73.9,157,2,3.58,366.4841804,98,0,52.4,3,99,8.43,98,0.1,1.8,1.7,0.63,11.5,6119379,1794.782566
"Nicaragua",2012,"Developing",73.9,157,2,3.63,334.8174246,98,0,51.7,3,99,8.4,98,0.1,1.8,1.7,0.625,11.5,6030607,1746.421289
"Nicaragua",2011,"Developing",74.5,147,3,3.39,321.6132593,98,0,5.9,3,99,6.39,98,0.1,1.8,1.8,0.62,11.5,5942553,1644.801509
"Nicaragua",2010,"Developing",73.2,154,3,3.38,302.7045411,98,0,5.2,3,99,6.58,98,0.1,1.9,1.8,0.614,11.4,5855734,1495.733777
"Nicaragua",2009,"Developing",73.2,163,3,3.36,292.753101,98,0,49.4,3,99,6.82,98,0.2,1.9,1.8,0.613,11.3,5770639,1438.096625
"Nicaragua",2008,"Developing",72.5,169,3,3.64,275.064434,97,0,48.6,3,97,6.98,97,0.2,1.9,1.8,0.607,11.1,5687744,1493.904821
"Nicaragua",2007,"Developing",72.5,173,3,3.83,253.0007812,93,0,47.9,4,93,6.91,93,0.2,2,1.9,0.601,11,5607453,1323.839054
"Nicaragua",2006,"Developing",73,17,3,3.69,21.41123529,88,0,47.1,4,88,6.33,88,0.3,2,1.9,0.597,11,5529811,1223.083148
"Nicaragua",2005,"Developing",71.2,194,3,3.7,218.5716179,86,0,46.4,4,87,6.11,86,0.3,2,1.9,0.592,11,5454678,1158.881323
"Nicaragua",2004,"Developing",71,194,4,3.81,36.81621175,79,0,45.7,4,8,6.13,79,0.3,2.1,2,0.587,11,5386223,1075.998562
"Nicaragua",2003,"Developing",76,198,4,3.77,2.542436908,86,0,44.9,5,86,6.12,86,0.3,2.1,2,0.583,11,5323062,999.885954
"Nicaragua",2002,"Developing",75,197,4,3.5,2.092343893,85,0,44.2,5,85,5.71,85,0.4,2.2,2.1,0.577,10.7,5259006,993.3841143
"Nicaragua",2001,"Developing",73,193,4,3.51,22.35595448,87,0,43.5,5,89,5.26,87,0.4,2.2,2.1,0.57,10.4,5192764,1025.10851
"Nicaragua",2000,"Developing",73,192,4,3.61,15.25518816,83,0,42.8,5,85,5.39,83,0.4,2.2,2.1,0.562,10.1,5123222,996.897852
"Niger",2015,"Developing",61.8,22,49,0.11,0,65,7693,19.3,87,65,6.61,65,0.4,9.6,9.4,0.351,5.4,20128124,481.1113011
"Niger",2014,"Developing",61.4,223,49,0.01,3.304039899,68,1142,18.9,88,67,5.82,68,0.5,9.8,9.6,0.345,5.3,19372014,560.7544753
"Niger",2013,"Developing",69,227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,1,9.9,0.341,5.3,18653199,548.157849
"Niger",2012,"Developing",63,232,49,0.01,29.75517982,71,272,18.1,90,71,6.11,71,0.7,1.3,1.1,0.331,5.1,17954407,525.0472844
"Niger",2011,"Developing",59.4,241,50,0.15,32.22493445,75,771,17.7,93,4,6.66,75,0.7,1.5,1.3,0.323,4.8,17283112,507.6024956
"Niger",2010,"Developing",58.2,252,50,0.12,5.883760536,7,372,17.3,95,75,6.36,7,0.9,1.7,1.6,0.312,4.5,16647543,471.6126878
"Niger",2009,"Developing",57.1,263,51,0.11,5.665405066,71,801,16.9,99,71,6.98,71,1.1,11,1.8,0.307,4.2,16037915,458.4218899
"Niger",2008,"Developing",56,272,52,0.12,40.37835666,68,1317,16.5,102,68,6.76,67,1.3,11.2,11,0.298,4,15455175,472.1784269
"Niger",2007,"Developing",55.2,276,53,0.1,35.80929749,68,282,16.1,106,57,6.94,57,1.4,11.4,11.3,0.293,3.8,14897873,384.7183451
"Niger",2006,"Developing",54.5,277,54,0.11,43.42193066,68,59,15.7,110,52,7.39,51,1.5,11.6,11.5,0.286,3.7,14365168,331.103768
"Niger",2005,"Developing",53.7,278,55,0.11,3.751715442,68,2183,15.4,114,46,7.15,45,1.6,11.9,11.8,0.278,3.5,13855221,316.3656478
"Niger",2004,"Developing",52.9,279,56,0.11,20.86118432,68,63057,15,118,45,6.61,43,1.6,12.1,12,0.27,3.1,13366885,281.3253601
"Niger",2003,"Developing",52.1,28,56,0.1,20.26876572,68,54190,14.6,121,44,6.23,41,1.6,12.3,12.2,0.266,3,12900790,263.0912317
"Niger",2002,"Developing",51.4,282,57,0.1,17.58722718,68,31584,14.3,124,43,6.55,39,1.6,12.5,12.5,0.261,2.9,12456517,223.352393
"Niger",2001,"Developing",56,283,57,0.11,1.817829717,68,61208,13.9,127,42,7.1,36,1.6,12.7,12.7,0.255,2.9,12031430,203.5264888
"Niger",2000,"Developing",50,284,58,0.1,13.35783844,68,21319,13.6,128,41,6.1,34,1.5,12.8,12.9,0.253,2.8,11622665,192.8777258
"Nigeria",2015,"Developing",54.5,344,483,9.3,0,49,12423,25.4,747,49,3.69,49,3.7,9.8,9.7,0.525,10,183995785,2679.554765
"Nigeria",2014,"Developing",53.6,362,490,0.01,263.2111031,49,6855,24.7,759,49,3.67,49,3.9,1.1,9.9,0.521,10,179379016,3200.953146
"Nigeria",2013,"Developing",53.2,367,498,8.3,194.2032879,46,52852,24.1,773,46,3.7,46,3.9,1.4,1.2,0.514,9.8,174726123,2976.756736
"Nigeria",2012,"Developing",52.7,374,505,8.54,204.7186256,42,6447,23.5,788,42,3.3,42,4.4,1.7,1.6,0.507,9.7,170075932,2728.022683
"Nigeria",2011,"Developing",52.3,375,513,8.75,187.5733187,46,18843,22.8,802,48,3.69,48,4.7,11,1.9,0.5,9.6,165463745,2504.878279
"Nigeria",2010,"Developing",52,374,521,8.9,133.1230872,49,8491,22.2,817,54,3.47,54,4.8,11.3,11.2,0.492,9.5,160952853,2280.111979
"Nigeria",2009,"Developing",51.6,376,527,9.05,14.5676468,63,1272,21.6,832,66,4.24,63,4.9,11.7,11.6,0.487,9.3,156595758,1883.887348
"Nigeria",2008,"Developing",59,386,536,9.3,105.5910629,41,9960,21,848,6,4,53,5,12,11.9,0.481,9.2,152382506,2227.789952
"Nigeria",2007,"Developing",55,388,542,9.55,104.4746444,42,2613,2.4,863,54,4.47,42,5.2,12.3,12.3,0.477,9.1,148294028,1876.412777
"Nigeria",2006,"Developing",49.8,396,549,9.66,10.35779424,27,704,19.9,879,46,3.66,4,5.3,12.6,12.6,0.466,9,144329764,1652.15369
"Nigeria",2005,"Developing",49.2,4,556,9.71,6.416252787,18,110927,19.3,893,45,4.11,36,5.4,12.9,12.9,0.463,8.9,140490722,1250.406675
"Nigeria",2004,"Developing",48.5,47,563,9.76,57.22555815,46,31521,18.8,907,43,4.33,33,5.4,13.2,13.2,0.445,8.5,136756848,992.7452801
"Nigeria",2003,"Developing",48.1,41,567,9.75,30.19550849,46,141258,18.3,918,42,4.5,29,5.4,13.5,13.6,0,8.1,133119801,786.8024093
"Nigeria",2002,"Developing",47.7,49,571,9.61,17.137754,46,42007,17.8,928,4,2.43,25,5.3,13.8,13.8,0,7.7,129583026,733.5381615
"Nigeria",2001,"Developing",47.4,48,574,9.58,15.830985,46,168107,17.3,936,36,3.25,27,5.1,14.1,14.1,0,8,126152678,586.8330617
"Nigeria",2000,"Developing",47.1,45,576,9.23,22.48177606,46,212183,16.9,943,31,2.84,29,4.9,14.3,14.4,0,7.6,122851984,565.3059926
"Oman",2015,"Developing",76.6,99,1,0.56,0,99,0,54.6,1,99,2.76,99,0.1,7.1,6.9,0.795,13.7,4191776,18777.43306
"Oman",2014,"Developing",76.4,11,1,0.4,166.1913728,99,0,53.5,1,99,3.55,99,0.1,7.1,6.9,0.796,13.7,4009267,23121.20638
"Oman",2013,"Developing",76.2,12,1,0.46,1154.893473,98,0,52.8,1,99,2.76,98,0.1,7,6.8,0.796,13.7,3816680,23563.9406
"Oman",2012,"Developing",76,14,1,0.51,1055.835493,98,13,52.3,1,99,2.52,98,0.1,7,6.8,0.797,13.7,3535579,24722.63882
"Oman",2011,"Developing",75.8,15,1,0.54,158.27708,99,5,52,1,99,2.49,99,0.1,6.9,6.8,0.797,13.6,3206870,24166.09631
"Oman",2010,"Developing",75.6,16,1,0.56,129.2260751,99,3,51.8,1,99,2.74,99,0.1,6.9,6.8,0.797,13.5,2881914,22552.19901
"Oman",2009,"Developing",75.4,18,1,0.56,1040.629462,98,19,51.5,1,96,2.83,98,0.1,6.9,6.8,0.782,12.4,2697537,17937.97957
"Oman",2008,"Developing",75.2,19,1,0.57,123.0966298,99,18,51.1,1,97,2.1,99,0.1,6.9,6.8,0.765,11.9,2651028,22974.27735
"Oman",2007,"Developing",74.9,113,1,0.57,88.45038011,99,24,5.6,1,97,2.43,99,0.1,7,6.8,0.753,11.5,2605700,16151.27584
"Oman",2006,"Developing",74.7,115,1,0.58,78.51141,99,13,5.1,1,98,2.31,98,0.1,7,6.8,0.748,11.6,2560649,14533.72942
"Oman",2005,"Developing",74.3,118,1,0.63,854.0115758,99,25,49.5,1,99,2.59,99,0.1,7,6.8,0.742,11.5,2515192,12357.70139
"Oman",2004,"Developing",74,122,1,0.61,70.46762486,99,18,48.9,1,99,2.98,99,0.1,7.1,6.8,0.734,11.5,2468855,10030.44443
"Oman",2003,"Developing",73.6,127,1,0.56,65.65631302,99,1,48.1,1,99,3.17,99,0.1,7.1,6.8,0.725,11.2,2431600,8896.90253
"Oman",2002,"Developing",73.3,13,1,0.54,585.9170945,99,5,47.3,1,99,3.18,99,0.1,7.1,6.8,0.716,11,2403659,8380.038952
"Oman",2001,"Developing",72.9,134,1,0.55,564.5425663,99,15,46.5,1,99,3.8,99,0.1,7.1,6.9,0.705,10.7,2374653,8191.512832
"Oman",2000,"Developing",72.6,138,1,0.38,62.86657508,99,15,45.9,1,99,3.7,99,0.1,7.2,6.9,0,10.4,2344253,8321.393867
"Pakistan",2015,"Developing",66.4,161,352,0.03,0,72,386,25.4,433,72,2.79,72,0.1,19.2,19.6,0.548,8.1,210969298,1282.443026
"Pakistan",2014,"Developing",66.2,162,359,0.01,62.29361092,72,1370,24.7,442,72,2.61,72,0.1,19.4,19.8,0.542,7.8,208251628,1173.392309
"Pakistan",2013,"Developing",66,163,365,0.04,60.18648815,72,8749,23.9,450,72,2.7,72,0.1,19.6,2,0.538,7.7,205337562,1126.040776
"Pakistan",2012,"Developing",65.7,165,369,0.04,59.65900139,72,8046,23.2,456,72,2.76,72,0.1,19.8,2.2,0.529,7.6,202205861,1109.678735
"Pakistan",2011,"Developing",65.5,167,371,0.04,57.87736282,74,4386,22.5,459,75,3.1,74,0.1,2,2.4,0.525,7.5,198602738,1075.45102
"Pakistan",2010,"Developing",65.1,172,372,0.04,0.66751505,82,4321,21.9,461,82,3.2,82,0.1,2.2,2.7,0.521,7.5,194454498,911.0899961
"Pakistan",2009,"Developing",64.8,175,371,0.03,0.697215581,78,863,21.3,460,7,2.94,71,0.1,2.5,2.9,0.514,7.3,190123222,884.4410142
"Pakistan",2008,"Developing",64.6,177,369,0.03,5.447133608,65,1129,2.6,460,7,3.26,62,0.1,2.7,21.1,0.513,7.3,185931955,914.7314893
"Pakistan",2007,"Developing",64.4,178,367,0.03,3.912744517,75,2801,2.1,459,75,3.35,75,0.1,2.8,21.3,0.505,6.7,181924521,837.6315379
"Pakistan",2006,"Developing",64.2,179,365,0.03,40.36829999,78,7641,19.5,458,77,3.4,78,0.1,21,21.5,0.501,6.5,178069984,770.8433394
"Pakistan",2005,"Developing",62.9,2,364,0.04,30.59320769,7,2981,18.9,459,78,2.91,77,0.1,21.2,21.7,0.487,6.1,174372098,688.5005879
"Pakistan",2004,"Developing",63.7,183,364,0.01,28.98323119,65,4248,18.4,461,65,2.56,65,0.1,21.4,21.8,0.474,5.6,170648620,631.4711708
"Pakistan",2003,"Developing",63.5,185,366,0.01,24.23455671,63,4740,17.9,466,69,2.61,67,0.1,21.6,22,0.465,5.6,166876680,549.870377
"Pakistan",2002,"Developing",63.2,187,371,0.01,22.39387584,72,3903,17.4,474,71,2.76,68,0.1,21.8,22.2,0.457,5.5,163262807,489.4255272
"Pakistan",2001,"Developing",63,189,377,0.01,1.766663097,72,3849,16.9,483,68,2.61,65,0.1,22,22.4,0.45,5.4,159217727,499.2183062
"Pakistan",2000,"Developing",62.8,19,385,0.02,18.84534312,72,2064,16.4,495,65,2.79,62,0.1,22.2,22.6,0.445,5.3,154369924,531.3064961
"Panama",2015,"Developing",77.8,118,1,6.16,0,73,0,57.8,1,72,7.6,73,0.1,1.9,1.8,0.785,13,3957099,13669.55944
"Panama",2014,"Developing",77.6,119,1,6.74,1842.463782,8,0,57.1,1,8,8.3,8,0.1,1.9,1.8,0.78,13,3888793,12837.24796
"Panama",2013,"Developing",77.5,118,1,6.89,1694.467075,8,0,56.3,1,81,8.9,8,0.1,1.9,1.9,0.773,12.9,3821556,11932.28622
